title,condition,transmission,make,model,year,location,price
New Lexus LX 2023 Black,new,automatic,New,Lexus,,Central Business District,"₦ 380,000,000"
Toyota Camry 2012 White,local used,automatic,Toyota,Camry,2012,Central Business District,"₦ 11,000,000"
New Toyota Land Cruiser Prado 2024 Black,new,automatic,New,Toyota,,Wuse 2,"₦ 148,000,000"
Mercedes-Benz E350 2010 Blue,foreign used,automatic,,,,Port-Harcourt,"₦ 10,000,000"
Lexus RX 2002 Red,local used,automatic,Lexus,RX,2002,Port-Harcourt,"₦ 4,400,000"
Honda Accord 2005 Black,local used,automatic,Honda,Accord,2005,Agege,"₦ 2,600,000"
Mercedes-Benz GLC-Class 2018 White,foreign used,automatic,,,,Ikeja,"₦ 41,000,000"
Toyota Corolla LE 2007 Silver,local used,automatic,Toyota,Corolla,,Port-Harcourt,"₦ 5,700,000"
Kia Soul 4dr Wagon (1.6L 4cyl 6A) 2014 Gray,foreign used,automatic,Kia,Soul,,Lokogoma,"₦ 15,200,000"
Land Rover Range Rover 5.0L Supercharged Autobiography Black 2014 Black,local used,automatic,Land,Rover,,Lokogoma,"₦ 47,500,000"
Lexus RX 2009 Silver,foreign used,automatic,Lexus,RX,2009,Amuwo-Odofin,"₦ 14,850,000"
Toyota Sienna 2005 White,foreign used,automatic,Toyota,Sienna,2005,Agege,"₦ 12,500,000"
Acura MDX 2009 Silver,foreign used,automatic,Acura,MDX,2009,Ogba,"₦ 10,500,000"
Hyundai Elantra 2011 Red,foreign used,automatic,Hyundai,Elantra,2011,Agege,"₦ 12,500,000"
Lexus RX 350 2016 Silver,foreign used,automatic,Lexus,RX,,Lekki,"₦ 52,500,000"
Lexus RX 350L Luxury AWD 2018 Red,foreign used,automatic,Lexus,RX,,Agege,"₦ 60,800,000"
Toyota Highlander Limited 2008 Gold,local used,automatic,Toyota,Highlander,,Surulere,"₦ 11,700,000"
Honda CR-V EX-L AWD 2018 Silver,foreign used,automatic,Honda,CR-V,,Abule Egba,"₦ 34,000,000"
Jaguar F-Type 2014 Silver,foreign used,automatic,Jaguar,F-Type,2014,Amuwo-Odofin,"₦ 99,999,999"
Toyota Land Cruiser Prado 4.0 Petrol TX-L 2010 Black,local used,automatic,Toyota,Land,,Ajah,"₦ 26,500,000"
Lexus RX 350 AWD 2012 Black,foreign used,automatic,Lexus,RX,,Amuwo-Odofin,"₦ 21,500,000"
Lexus GX 460 2011 Black,foreign used,automatic,Lexus,GX,,Surulere,"₦ 26,999,999"
Toyota Corolla 2010 Red,foreign used,automatic,Toyota,Corolla,2010,Amuwo-Odofin,"₦ 10,500,000"
Mercedes-Benz C300 Base Coupe RWD (2.0L 4cyl 7A) 2017 Black,local used,automatic,,,,Lekki,"₦ 17,500,000"
Honda Accord Crosstour 2011 Silver,local used,automatic,Honda,Accord,,Ikeja,"₦ 8,500,000"
Toyota Camry 2009 Green,local used,automatic,Toyota,Camry,2009,Mushin,"₦ 7,350,000"
Honda Civic 1.4i LS 2004 Black,local used,automatic,Honda,Civic,,Asokoro,"₦ 3,400,000"
Mercedes-Benz S-Class S 550 2010 Silver,foreign used,automatic,,,,Asokoro,"₦ 8,000,000"
Lexus ES 350 2008 Gray,foreign used,automatic,Lexus,ES,,Oshodi,"₦ 12,500,000"
Ford Escape S 4dr SUV (2.5L 4cyl 6A) 2014 Black,local used,automatic,Ford,Escape,,Lokogoma,"₦ 13,500,000"
Kia Picanto 2013 Red,local used,automatic,Kia,Picanto,2013,Lokogoma,"₦ 4,700,000"
Lexus RX 330 2005 Blue,foreign used,automatic,Lexus,RX,,Amuwo-Odofin,"₦ 13,000,000"
Honda Crosstour 2010 Blue,foreign used,automatic,Honda,Crosstour,2010,Alimosho,"₦ 14,500,000"
Toyota Corolla 2008 Silver,local used,automatic,Toyota,Corolla,2008,Kuje,"₦ 7,400,000"
Honda Crosstour 3.5 AWD 2012 Gray,local used,automatic,Honda,Crosstour,,Kaduna / Kaduna State,"₦ 9,900,000"
Lexus RX 330 2004 Gray,local used,automatic,Lexus,RX,,Alimosho,"₦ 9,000,000"
Toyota Venza 2013 Black,foreign used,automatic,Toyota,Venza,2013,Ipaja,"₦ 21,000,000"
Toyota Sienna Limited 7 Passenger 2012 White,local used,automatic,Toyota,Sienna,,Garki 2,"₦ 13,500,000"
Hyundai Sonata SE 2.0T Sedan FWD (2.0L 4cyl 6A) 2013 Silver,foreign used,automatic,Hyundai,Sonata,,Garki 2,"₦ 12,500,000"
Land Rover Range Rover Vogue 2014 Gray,local used,automatic,Land,Rover,,Garki 2,"₦ 40,000,000"
Lexus RX 350 2010 Black,local used,automatic,Lexus,RX,,Ikeja,"₦ 17,500,000"
Lexus RX 330 2006 Silver,local used,automatic,Lexus,RX,,Ikeja,"₦ 9,000,000"
Toyota Corolla 2015 Blue,foreign used,automatic,Toyota,Corolla,2015,Surulere,"₦ 16,700,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5M) 2002 Black,local used,manual,Toyota,Camry,,Surulere,"₦ 2,800,000"
Honda Accord 3.5 EX Automatic 2008 Gold,local used,automatic,Honda,Accord,,Amuwo-Odofin,"₦ 4,750,000"
Toyota Camry XLE 4dr Sedan (3.5L 6cyl 6A) 2014 Black,foreign used,automatic,Toyota,Camry,,Central Business District,"₦ 16,300,000"
Hyundai Santa Fe Limited 2.4 w/SULEV FWD 2020 Black,foreign used,automatic,Hyundai,Santa,,Central Business District,"₦ 43,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2016 Red,foreign used,automatic,Toyota,Corolla,,Alimosho,"₦ 14,500,000"
Toyota Avalon XLE Premium Sedan FWD (3.5L 6cyl 6A) 2013 Burgundy,foreign used,automatic,Toyota,Avalon,,Lekki,"₦ 21,500,000"
Toyota Matrix 2012 Gray,foreign used,automatic,Toyota,Matrix,2012,Ogba,"₦ 13,700,000"
Honda Accord 2018 White,local used,automatic,Honda,Accord,2018,Mabushi,"₦ 20,500,000"
Honda Civic 1.6i LS 2008 Black,local used,automatic,Honda,Civic,,Gwarinpa,"₦ 3,800,000"
Toyota Corolla 2012 Gray,foreign used,automatic,Toyota,Corolla,2012,Gaduwa,"₦ 12,000,000"
Toyota Camry 2013 Black,local used,automatic,Toyota,Camry,2013,Lekki,"₦ 9,700,000"
Land Rover Range Rover Vogue 2014 Black,foreign used,automatic,Land,Rover,,Central Business District,"₦ 45,000,000"
Toyota Highlander 2016 Black,local used,automatic,Toyota,Highlander,2016,Owerri,"₦ 29,500,000"
Gonow Troy 2011 Red,local used,manual,Gonow,Troy,2011,Port-Harcourt,"₦ 5,580,000"
Acura MDX Touring 4dr SUV AWD (3.5L 6cyl 5A) 2006 Black,local used,automatic,Acura,MDX,,Port-Harcourt,"₦ 3,750,000"
Mercedes-Benz GLC-Class 2016 White,foreign used,automatic,,,,Yaba,"₦ 37,000,000"
Toyota Camry 2.4 LE 2008 Silver,local used,automatic,Toyota,Camry,,Agege,"₦ 7,500,000"
Honda Accord Crosstour 2011 Black,local used,automatic,Honda,Accord,,Abule Egba,"₦ 8,100,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2012 Silver,local used,automatic,Toyota,Corolla,,Gwarinpa,"₦ 8,200,000"
Mercedes-Benz GLC-Class 2017 White,foreign used,automatic,,,,Lekki,"₦ 40,000,000"
Toyota RAV4 2016 Gray,foreign used,automatic,Toyota,RAV4,2016,Ogba,"₦ 25,500,000"
Toyota Venza 2011 Black,local used,automatic,Toyota,Venza,2011,Ogba,"₦ 12,300,000"
Toyota Highlander 2002 White,local used,automatic,Toyota,Highlander,2002,Yaba,"₦ 5,950,000"
Honda Accord 2004 Silver,local used,automatic,Honda,Accord,2004,Egbe/Idimu,"₦ 2,900,000"
Lexus ES 350 2008 Gray,local used,automatic,Lexus,ES,,Ikeja,"₦ 7,850,000"
Mercedes-Benz GLE-Class 2016 Gray,foreign used,automatic,,,,Agege,"₦ 78,500,000"
Lexus RX 350 2015 Black,foreign used,automatic,Lexus,RX,,Magodo,"₦ 25,700,000"
Lexus RX 350 2010 Gray,local used,automatic,Lexus,RX,,Surulere,"₦ 17,500,000"
Volkswagen Passat 2014 Black,foreign used,automatic,Volkswagen,Passat,2014,Ikeja,"₦ 14,900,000"
Honda Civic 2009 Black,foreign used,automatic,Honda,Civic,2009,Ikeja,"₦ 9,300,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2016 White,local used,automatic,Toyota,Camry,,Surulere,"₦ 14,500,000"
Toyota Venza Limited AWD V6 2013 Black,foreign used,automatic,Toyota,Venza,,Ikotun/Igando,"₦ 21,000,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,local used,automatic,,,,Isolo,"₦ 22,500,000"
Land Rover Range Rover 3.0L Supercharged HSE 2016 Blue,foreign used,automatic,Land,Rover,,Amuwo-Odofin,"₦ 55,500,000"
Lexus RX 350 2010 Blue,local used,automatic,Lexus,RX,,Port-Harcourt,"₦ 14,000,000"
Toyota FJ Cruiser Base 4x2 2007 Silver,foreign used,automatic,Toyota,FJ,,Amuwo-Odofin,"₦ 21,500,000"
Mercedes-Benz GLE-Class 2017 White,local used,automatic,,,,Central Business District,"₦ 48,000,000"
Lexus LX 570 2008 Black,local used,automatic,Lexus,LX,,Central Business District,"₦ 30,000,000"
Toyota Camry 2.4 LE 2008 Gold,foreign used,automatic,Toyota,Camry,,Kaduna / Kaduna State,"₦ 10,500,000"
Toyota Camry 2005 Silver,local used,automatic,Toyota,Camry,2005,Ikotun/Igando,"₦ 6,000,000"
Honda Civic EX 2dr Coupe 2000 White,local used,manual,Honda,Civic,,Kaduna / Kaduna State,"₦ 1,650,000"
Toyota Hilux 1994 White,local used,manual,Toyota,Hilux,1994,Ibadan,"₦ 3,500,000"
Mercedes-Benz GL-Class 450 2016 Black,local used,automatic,,,,Lokogoma,"₦ 11,500,000"
Land Rover Range Rover HSE 2010 White,local used,automatic,Land,Rover,,Lokogoma,"₦ 7,500,000"
Toyota Sienna CE 2001 Silver,local used,automatic,Toyota,Sienna,,Zaria,"₦ 3,700,000"
Lexus GX 460 2010 Black,local used,automatic,Lexus,GX,,Kaduna / Kaduna State,"₦ 24,000,000"
Dodge Challenger SXT 2dr Coupe (3.6L 6cyl 8A) 2015,local used,automatic,Dodge,Challenger,,Alimosho,"₦ 23,500,000"
Mercedes-Benz M Class 2012 Silver,foreign used,automatic,,,,Alimosho,"₦ 24,500,000"
Hyundai Santa Fe 2014 Silver,local used,automatic,Hyundai,Santa,,Kaduna / Kaduna State,"₦ 15,500,000"
New Toyota Hilux 2024 White,new,automatic,New,Toyota,,Central Business District,"₦ 130,000,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2009 Green,local used,automatic,Toyota,Camry,,Ikeja,"₦ 7,900,000"
Ford Explorer 2015 Black,local used,automatic,Ford,Explorer,2015,Ikeja,"₦ 11,000,000"
Lexus ES 350 FWD 2014 Black,local used,automatic,Lexus,ES,,Ajah,"₦ 15,500,000"
Opel Agila 2005 Red,foreign used,manual,Opel,Agila,2005,Amuwo-Odofin,"₦ 4,500,000"
Toyota Camry 2.4 XLE 2008 Blue,local used,automatic,Toyota,Camry,,Ikeja,"₦ 7,950,000"
Audi A5 2014 Black,local used,automatic,Audi,A5,2014,Lekki,"₦ 20,000,000"
Hyundai Sonata 2012 Black,foreign used,automatic,Hyundai,Sonata,2012,Amuwo-Odofin,"₦ 12,500,000"
Lexus ES 330 2005 Gray,local used,automatic,Lexus,ES,,Alimosho,"₦ 5,850,000"
Toyota Hilux Revo Double Cab Petrol 2.7 AWD 2020 White,foreign used,automatic,Toyota,Hilux,,Port-Harcourt,"₦ 52,800,000"
Lexus ES 2005 Silver,foreign used,automatic,Lexus,ES,2005,Port-Harcourt,"₦ 6,200,000"
Mercedes-Benz GLE-Class AMG GLE 63 S 4MATIC 2024 Gray,foreign used,automatic,,,,Lekki,"₦ 345,000,000"
Lexus RX 330 2006 Silver,local used,automatic,Lexus,RX,,Onitsha,"₦ 7,800,000"
Toyota Avalon Touring FWD Sedan (3.5L V6 8A) 2019 Black,foreign used,automatic,Toyota,Avalon,,Mabushi,"₦ 55,000,000"
Toyota Venza 2010 Gold,foreign used,automatic,Toyota,Venza,2010,Garki 2,"₦ 20,500,000"
Toyota Highlander 2006 Black,local used,automatic,Toyota,Highlander,2006,Lokogoma,"₦ 5,500,000"
Honda Accord 2008 Black,local used,automatic,Honda,Accord,2008,Lokogoma,"₦ 5,800,000"
Lexus LX 2010 Black,foreign used,automatic,Lexus,LX,2010,Central Business District,"₦ 75,000,000"
Lexus RX 350 2017 White,foreign used,automatic,Lexus,RX,,Wuse 2,"₦ 38,000,000"
Lexus ES 350 2008 Silver,local used,automatic,Lexus,ES,,Port-Harcourt,"₦ 7,500,000"
Toyota Highlander 2011 Blue,local used,automatic,Toyota,Highlander,2011,Port-Harcourt,"₦ 13,000,000"
Hyundai Tucson 2008 Green,local used,automatic,Hyundai,Tucson,2008,Port-Harcourt,"₦ 3,850,000"
Lexus ES 330 2003 White,local used,automatic,Lexus,ES,,Agege,"₦ 5,000,000"
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 Gold,foreign used,automatic,Toyota,Highlander,,Ogba,"₦ 33,000,000"
Toyota Corolla 2016 Silver,foreign used,automatic,Toyota,Corolla,2016,Ikeja,"₦ 17,300,000"
Toyota Sienna XLE 2002 Gold,foreign used,automatic,Toyota,Sienna,,Agege,"₦ 9,500,000"
Lexus IS 250 2008 Black,local used,automatic,Lexus,IS,,Lokogoma,"₦ 8,500,000"
Toyota Corolla 2007 Gold,local used,automatic,Toyota,Corolla,2007,Yaba,"₦ 5,500,000"
New Toyota Land Cruiser 2024 White,new,automatic,New,Toyota,,Central Business District,"₦ 232,000,000"
Mercedes-Benz C300 Sport 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015 Blue,local used,automatic,,,,Ikeja,"₦ 16,300,000"
Toyota Matrix 2004 Black,local used,automatic,Toyota,Matrix,2004,Central Business District,"₦ 4,800,000"
Mercedes-Benz C450 2016 Red,foreign used,automatic,,,,Lekki,"₦ 40,000,000"
Honda Pilot EX 4dr SUV 4WD (3.5L 6cyl 5A) 2011 Burgundy,foreign used,automatic,Honda,Pilot,,Mushin,"₦ 11,500,000"
Mercedes-Benz G-Class Base G 550 AWD 2020 Gray,foreign used,automatic,,,,Lekki,"₦ 265,000,000"
Toyota Tundra SR5 4dr Double Cab 4WD LB (5.7L 8cyl 6A) 2015 Gray,foreign used,automatic,Toyota,Tundra,,Isolo,"₦ 39,999,999"
Mercedes-Benz GLK-Class Base GLK 350 4dr 4x2 (3.5L 6cyl 7A) 2015 Black,foreign used,automatic,,,,Isolo,"₦ 23,500,000"
Lexus RX 350 F Sport AWD 2015 Black,local used,automatic,Lexus,RX,,Lagos Island (Eko),"₦ 22,000,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 White,foreign used,automatic,,,,Amuwo-Odofin,"₦ 82,000,000"
Toyota Venza AWD 2012 Black,local used,automatic,Toyota,Venza,,Ikeja,"₦ 13,200,000"
Toyota Venza 2010 Brown,foreign used,automatic,Toyota,Venza,2010,Magodo,"₦ 19,600,000"
Toyota Camry 2012 Black,foreign used,automatic,Toyota,Camry,2012,Ilupeju,"₦ 15,800,000"
Toyota Venza AWD 2011 Black,local used,automatic,Toyota,Venza,,Ogba,"₦ 13,850,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6AM) 2009 Silver,local used,automatic,Toyota,Camry,,Mushin,"₦ 7,600,000"
Kia Optima EX 4dr Sedan (2.4L 4cyl 6A) 2015 Red,local used,automatic,Kia,Optima,,Kaduna / Kaduna State,"₦ 8,300,000"
Mercedes-Benz C240 2.6 RWD 2004 Black,local used,automatic,,,,Kaduna / Kaduna State,"₦ 3,500,000"
Toyota Sienna SE 8 Passenger 2011 Gray,foreign used,automatic,Toyota,Sienna,,Amuwo-Odofin,"₦ 17,500,000"
Lexus RX 2004 Black,foreign used,automatic,Lexus,RX,2004,Amuwo-Odofin,"₦ 12,300,000"
Lexus RX 350 2014 Gray,foreign used,automatic,Lexus,RX,,Amuwo-Odofin,"₦ 30,000,000"
Lexus RX 350 2008 Silver,foreign used,automatic,Lexus,RX,,Badagry,"₦ 14,500,000"
Toyota Highlander 2011 Silver,foreign used,automatic,Toyota,Highlander,2011,Kaduna / Kaduna State,"₦ 19,900,000"
Peugeot 406 2006 Blue,foreign used,automatic,Peugeot,406,2006,Gwarinpa,"₦ 13,000,000"
New Avatr 12 2025 White,new,automatic,New,Avatr,,Central Business District,"₦ 330,000,000"
Mercedes-Benz GLE-Class GLE 300d 4MATIC 2019 Blue,foreign used,automatic,,,,Amuwo-Odofin,"₦ 92,500,000"
Mercedes-Benz C300 Sport 4dr RWD Sedan (2.0L 4cyl 7A) 2015 Black,foreign used,automatic,,,,Amuwo-Odofin,"₦ 30,500,000"
Honda Accord Crosstour EX-L 2012 Gray,local used,automatic,Honda,Accord,,Central Business District,"₦ 8,200,000"
Toyota Hilux SR5 4x4 2013 Silver,local used,automatic,Toyota,Hilux,,Central Business District,"₦ 24,500,000"
Toyota Sienna XLE 8-Passenger 4dr Minivan (3.5L 6cyl 6A) 2014 White,foreign used,automatic,Toyota,Sienna,,Lekki,"₦ 19,500,000"
Hyundai Sonata 3.3 V6 GLS Automatic 2007 Blue,foreign used,automatic,Hyundai,Sonata,,Agege,"₦ 8,500,000"
Chevrolet Camaro 2014 Red,foreign used,automatic,Chevrolet,Camaro,2014,Mabushi,"₦ 31,500,000"
Honda Accord 2.4 Exec Automatic 2007 Red,local used,automatic,Honda,Accord,,Gwarinpa,"₦ 3,450,000"
Lexus ES 350 2011 Black,local used,automatic,Lexus,ES,,Ajah,"₦ 11,000,000"
Lexus ES 350 2010 Silver,foreign used,automatic,Lexus,ES,,Ojodu,"₦ 14,900,000"
Honda Accord 2.0 Comfort Automatic 2008 White,local used,automatic,Honda,Accord,,Central Business District,"₦ 4,000,000"
Toyota Highlander Platinum 2021 White,foreign used,automatic,Toyota,Highlander,,Central Business District,"₦ 57,000,000"
Mercedes-Benz M Class 2014 Silver,foreign used,automatic,,,,Central Business District,"₦ 27,000,000"
Mercedes-Benz E300 2019 Black,foreign used,automatic,,,,Central Business District,"₦ 55,000,000"
Toyota Avalon 2010,local used,automatic,Toyota,Avalon,2010,Owerri,"₦ 7,500,000"
Acura MDX 2015 Gray,foreign used,automatic,Acura,MDX,2015,Ibadan,"₦ 18,900,000"
Kia Cerato 2015 Black,local used,automatic,Kia,Cerato,2015,Port-Harcourt,"₦ 5,850,000"
Dodge Challenger SRT8 2010 Red,foreign used,automatic,Dodge,Challenger,,Lokogoma,"₦ 21,000,000"
Toyota Camry XLE V6 4dr Sedan (3.0L 6cyl 4A) 2002 Silver,local used,automatic,Toyota,Camry,,Lekki,"₦ 4,300,000"
Honda Accord Crosstour 2009 Burgundy,local used,automatic,Honda,Accord,,Yaba,"₦ 8,300,000"
Lexus GS 2011 Black,local used,automatic,Lexus,GS,2011,Yaba,"₦ 6,600,000"
Toyota Camry 2008 Gold,foreign used,automatic,Toyota,Camry,2008,Agege,"₦ 11,700,000"
Toyota Corolla CE 2006 Gold,local used,automatic,Toyota,Corolla,,Surulere,"₦ 5,550,000"
Lexus IS 2006 Red,local used,automatic,Lexus,IS,2006,Ikeja,"₦ 7,900,000"
Lexus ES 350 2008 Black,foreign used,automatic,Lexus,ES,,Ajah,"₦ 13,000,000"
Mercedes-Benz GLA 250 2020 White,foreign used,automatic,,,,Ikotun/Igando,"₦ 28,900,000"
Toyota Camry SE FWD 2020 Black,foreign used,automatic,Toyota,Camry,,Apapa,"₦ 27,700,000"
Toyota Venza V6 AWD 2012 Brown,foreign used,automatic,Toyota,Venza,,Amuwo-Odofin,"₦ 19,200,000"
Lexus GX 460 2012 Black,foreign used,automatic,Lexus,GX,,Amuwo-Odofin,"₦ 35,000,000"
Acura TL Automatic SH-AWD 2009 Black,foreign used,automatic,Acura,TL,,Amuwo-Odofin,"₦ 11,000,000"
Toyota Highlander Limited 2012 Off white,foreign used,automatic,Toyota,Highlander,,Surulere,"₦ 14,999,999"
Honda Accord 2011 Blue,local used,automatic,Honda,Accord,2011,Garki 2,"₦ 5,200,088"
Toyota Corolla LE 2006 Black,local used,automatic,Toyota,Corolla,,Kaduna / Kaduna State,"₦ 5,600,000"
Toyota RAV4 2.0 VVT-i 2008 Black,local used,automatic,Toyota,RAV4,,Kaduna / Kaduna State,"₦ 7,800,000"
Peugeot 301 2013 White,local used,manual,Peugeot,301,2013,Kaduna / Kaduna State,"₦ 4,700,000"
Honda CR-V 2008 Blue,local used,automatic,Honda,CR-V,2008,Ikotun/Igando,"₦ 6,100,000"
Toyota Highlander 2010 Blue,foreign used,automatic,Toyota,Highlander,2010,Amuwo-Odofin,"₦ 15,800,000"
Toyota Yaris 2003 Green,foreign used,manual,Toyota,Yaris,2003,Ibadan,"₦ 4,700,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2016 Gray,foreign used,automatic,Toyota,Camry,,Surulere,"₦ 15,000,000"
Mercedes-Benz GL-Class GL 450 2008 Black,local used,automatic,,,,Ojo,"₦ 8,550,000"
Kia Mohave 2013 Blue,local used,automatic,Kia,Mohave,2013,Lokogoma,"₦ 7,500,000"
Mercedes-Benz C300 Base 4Matic Sedan AWD (2.0L 4cyl 7A) 2016 Brown,foreign used,automatic,,,,Lokogoma,"₦ 35,000,000"
Toyota RAV4 Limited 4dr SUV (2.5L 4cyl 6A) 2014 Blue,foreign used,automatic,Toyota,RAV4,,Ikeja,"₦ 21,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2011 Black,local used,automatic,Toyota,Camry,,Ikeja,"₦ 8,300,000"
Toyota Venza 2010 Black,local used,automatic,Toyota,Venza,2010,Amuwo-Odofin,"₦ 13,200,000"
Honda Civic CX 2dr Hatchback 1997 White,local used,manual,Honda,Civic,,Zaria,"₦ 1,700,000"
Toyota RAV4 Limited AWD (2.5L 4cyl 6A) 2013 Silver,foreign used,automatic,Toyota,RAV4,,Central Business District,"₦ 25,500,000"
Land Rover Range Rover Sport 2014,foreign used,automatic,Land,Rover,,Garki 2,"₦ 50,000,000"
Toyota Hilux 2022 Black,foreign used,manual,Toyota,Hilux,2022,Port-Harcourt,"₦ 27,000,000"
Kia Sportage SX 4dr SUV AWD (2.0L 4cyl 6A) 2013 Blue,local used,automatic,Kia,Sportage,,Garki 2,"₦ 9,000,000"
Hyundai Sonata Limited 4dr Sedan (2.4L 4cyl 6A) 2015 Black,foreign used,automatic,Hyundai,Sonata,,Magodo,"₦ 15,700,000"
Lexus ES 350 2009 Black,foreign used,automatic,Lexus,ES,,Amuwo-Odofin,"₦ 13,000,000"
Mercedes-Benz M Class ML 350 4Matic 2012 White,foreign used,automatic,,,,Ikeja,"₦ 25,000,000"
Toyota Land Cruiser 4.0 V6 GXR 2016 White,foreign used,automatic,Toyota,Land,,Ikeja,"₦ 63,000,000"
Toyota Camry 2014 Silver,foreign used,automatic,Toyota,Camry,2014,Port-Harcourt,"₦ 16,800,000"
Mazda 3 2.0 Top 2006 Gray,foreign used,manual,Mazda,3,,Surulere,"₦ 4,800,000"
Mercedes-Benz S-Class 2016 Black,local used,automatic,,,,Magodo,"₦ 45,500,000"
Toyota Corolla 2013 Red,foreign used,automatic,Toyota,Corolla,2013,Ikeja,"₦ 13,000,000"
Toyota Corolla LE 2006 Black,local used,automatic,Toyota,Corolla,,Nyanya,"₦ 4,500,000"
Ford Edge SE 4dr FWD (3.5L 6cyl 6A) 2013 Gray,local used,automatic,Ford,Edge,,Onitsha,"₦ 6,000,000"
Acura TLX 2018 Gray,foreign used,automatic,Acura,TLX,2018,Mabushi,"₦ 19,500,000"
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 Black,local used,automatic,Toyota,Camry,,Lokogoma,"₦ 22,500,000"
Toyota Camry L 4dr Sedan (2.5L 4cyl 6A) 2014 Gray,foreign used,automatic,Toyota,Camry,,Central Business District,"₦ 13,000,000"
Honda Civic Sedan EX 2013 Black,local used,automatic,Honda,Civic,,Central Business District,"₦ 8,800,000"
Kia Morning 2011 Silver,foreign used,automatic,Kia,Morning,2011,Amuwo-Odofin,"₦ 7,500,000"
Lexus RX 350L 4WD 2020 Gray,foreign used,automatic,Lexus,RX,,Central Business District,"₦ 55,000,000"
Toyota Camry LE FWD (2.5L 4cyl 8AM) 2018 Blue,foreign used,automatic,Toyota,Camry,,Central Business District,"₦ 27,000,000"
Nissan Altima 2.5 S Sedan 2011 Gray,local used,automatic,Nissan,Altima,,Alimosho,"₦ 4,000,000"
Lexus ES 2016 Gold,foreign used,automatic,Lexus,ES,2016,Port-Harcourt,"₦ 28,000,000"
Mercedes-Benz M Class 2015 Black,foreign used,automatic,,,,Port-Harcourt,"₦ 33,000,000"
Acura MDX 2008 Gray,local used,automatic,Acura,MDX,2008,Port-Harcourt,"₦ 5,500,000"
Hyundai Sonata 2012 Silver,foreign used,automatic,Hyundai,Sonata,2012,Ajah,"₦ 13,500,000"
Toyota Highlander SE 4x4 V6 (3.5L 6cyl 8A) 2017 Gray,foreign used,automatic,Toyota,Highlander,,Ogba,"₦ 38,000,000"
Mercedes-Benz E550 2012 Silver,foreign used,automatic,,,,Ikeja,"₦ 20,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2005 Gold,local used,automatic,Toyota,Camry,,Mushin,"₦ 4,500,000"
Ford Edge 2012 Silver,foreign used,automatic,Ford,Edge,2012,Ogba,"₦ 14,500,000"
Toyota Highlander XSE 2021 Blue,foreign used,automatic,Toyota,Highlander,,Ogba,"₦ 72,000,000"
Toyota Sienna LE 2002 Gold,local used,automatic,Toyota,Sienna,,Ikorodu,"₦ 4,500,000"
Toyota Sienna 2016 Silver,foreign used,automatic,Toyota,Sienna,2016,Amuwo-Odofin,"₦ 21,250,000"
Hyundai Accent 2014 Black,local used,automatic,Hyundai,Accent,2014,Yaba,"₦ 5,000,000"
Honda Accord 2008 Brown,local used,automatic,Honda,Accord,2008,Ogba,"₦ 6,500,000"
Lexus GX 460 2010 White,local used,automatic,Lexus,GX,,Lekki,"₦ 25,000,000"
Toyota Camry 2001 Black,local used,automatic,Toyota,Camry,2001,Yaba,"₦ 2,680,000"
Toyota Corolla 2007 Black,foreign used,automatic,Toyota,Corolla,2007,Ogba,"₦ 8,500,000"
Toyota Corolla 2005 Gray,foreign used,automatic,Toyota,Corolla,2005,Agege,"₦ 10,500,000"
Toyota Venza Limited AWD V6 2013 White,foreign used,automatic,Toyota,Venza,,Ikeja,"₦ 23,600,000"
Hyundai Sonata 2012 Red,local used,automatic,Hyundai,Sonata,2012,Ikeja,"₦ 7,750,000"
Toyota RAV4 3.5 Sport 4x4 2010 Gray,foreign used,automatic,Toyota,RAV4,,Ikeja,"₦ 14,000,000"
Mercedes-Benz E350 2013 Silver,foreign used,automatic,,,,Lekki,"₦ 21,500,000"
Honda Accord Crosstour EX 2013 Black,foreign used,automatic,Honda,Accord,,Ikotun/Igando,"₦ 14,000,000"
Toyota Sienna 2005 Silver,foreign used,automatic,Toyota,Sienna,2005,Amuwo-Odofin,"₦ 11,300,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Red,foreign used,automatic,Toyota,Camry,,Amuwo-Odofin,"₦ 14,300,000"
Mercedes-Benz GLE-Class 2016 Black,local used,automatic,,,,Central Business District,"₦ 49,000,000"
Toyota Corolla L 4dr Sedan (1.8L 4cyl 5M) 2013 White,local used,automatic,Toyota,Corolla,,Kaduna / Kaduna State,"₦ 8,000,000"
